country,submittedon,submittedby,surveydate,community,controlsite,controlsitename,reefzone,locationname,locationstatus,lat,lon,location,transectnumber,divername,waterdepth,temperature,reefslope,transectarea,species,fishcount,density_ind_ha,length,sizeclass,country_full,level1_name,level2_name,ma_name,ma_area,biomass_kg_ha,a,b,lmax,family
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),1,SABARUDIN,5,30,Flat,250,Scarus dimidiatus,8,320.0,20.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,82.42049737995299,0.0278,3.049,26.5,Scaridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),1,SABARUDIN,5,30,Flat,250,Chlorurus bowersi,6,240.0,20.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,21.19507856121621,0.00794,3.11,,Scaridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),1,SABARUDIN,5,30,Flat,250,Chlorurus bowersi,2,80.0,35.0,30-40,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,40.268189837230906,0.00794,3.11,,Scaridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),2,SABARUDIN,5,30,Flat,250,Thalassoma lunare,3,120.0,20.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,13.985333444246686,0.024650000000000002,2.8244350000000003,20.0,Labridae
IDN,2019-05-14T00:00:00Z,RRD,2019-05-14T00:00:00Z,Kulisusu,false,NA,Fore Reef,KULIS1,ma,-4.81342,123.12096,POINT(123.12096 -4.81342),2,SABARUDIN,5,30,Slope,250,Scarus rivulatus,3,120.0,20.0,20-30,Indonesia,South East Sulawesi,Buton Utara,Kulisusu,7462,26.966843227784484,0.0204625,3.1057625,41.5,Scaridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),2,SABARUDIN,5,30,Flat,250,Caesio cuning,30,1200.0,15.0,20-Oct,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,114.52618562466047,0.0290675,2.9898325,29.0,Caesionidae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),2,SABARUDIN,5,30,Flat,1000,Lutjanus decussatus,2,20.0,37.0,30-40,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,24.90741578147634,0.02805,2.9635,22.5,Lutjanidae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),2,SABARUDIN,5,30,Flat,250,Lutjanus biguttatus,3,120.0,35.0,30-40,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,69.24236059155173,0.01445,2.98,,Lutjanidae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),2,SABARUDIN,5,30,Flat,250,Scarus flavipectoralis,5,200.0,20.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,54.499541558455746,0.0228,3.134,22.0,Scaridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),2,SABARUDIN,5,30,Flat,250,Scarus flavipectoralis,8,320.0,15.0,20-Oct,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,35.39605255032514,0.0228,3.134,22.0,Scaridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),2,SABARUDIN,5,30,Flat,250,Scarus rivulatus,2,80.0,34.0,30-40,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,93.4240024943162,0.0204625,3.1057625,41.5,Scaridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),2,SABARUDIN,5,30,Flat,250,Scarus rivulatus,1,40.0,22.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,12.085502290105161,0.0204625,3.1057625,41.5,Scaridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),2,SABARUDIN,5,30,Flat,250,Chlorurus bowersi,3,120.0,20.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,10.597539280608105,0.00794,3.11,,Scaridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),2,SABARUDIN,5,30,Flat,250,Chlorurus sordidus,2,80.0,35.0,30-40,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,96.24968483463383,0.020591666666666668,3.087051666666667,37.0,Scaridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),2,SABARUDIN,5,30,Flat,1000,Choerodon anchorago,1,10.0,40.0,40-50,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,20.646171911666663,0.0283,3.0355,27.0,Labridae
IDN,2019-05-14T00:00:00Z,RRD,2019-05-14T00:00:00Z,Kulisusu,false,NA,Fore Reef,KULIS1,ma,-4.81342,123.12096,POINT(123.12096 -4.81342),3,SABARUDIN,5,30,Slope,250,Chlorurus sordidus,3,120.0,20.0,20-30,Indonesia,South East Sulawesi,Buton Utara,Kulisusu,7462,25.65780864743324,0.020591666666666668,3.087051666666667,37.0,Scaridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),2,SABARUDIN,5,30,Flat,250,Choerodon anchorago,2,80.0,30.0,30-40,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,68.97282134114984,0.0283,3.0355,27.0,Labridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),3,SABARUDIN,5,30,Flat,250,Caesio cuning,15,600.0,20.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,135.33829347879308,0.0290675,2.9898325,29.0,Caesionidae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),3,SABARUDIN,5,30,Flat,250,Monotaxis grandoculis,2,80.0,20.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,14.912789412706882,0.03375142857142857,2.876318571428571,57.0,Lethrinidae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),3,SABARUDIN,5,30,Flat,250,Scarus rivulatus,6,240.0,25.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,107.85482793479719,0.0204625,3.1057625,41.5,Scaridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),3,SABARUDIN,5,30,Flat,250,Scarus dimidiatus,4,160.0,35.0,30-40,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,227.00124849570707,0.0278,3.049,26.5,Scaridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),3,SABARUDIN,5,30,Flat,250,Scarus dimidiatus,6,240.0,26.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,137.56557747470416,0.0278,3.049,26.5,Scaridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),3,SABARUDIN,5,30,Flat,250,Chlorurus bowersi,3,120.0,24.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,18.683520384495342,0.00794,3.11,,Scaridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),3,SABARUDIN,5,30,Flat,250,Chlorurus bleekeri,4,160.0,25.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,87.19655860245098,0.0415,2.946,28.0,Scaridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),3,SABARUDIN,5,30,Flat,250,Chlorurus sordidus,1,40.0,25.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,17.03195591642899,0.020591666666666668,3.087051666666667,37.0,Scaridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),3,SABARUDIN,5,30,Flat,250,Chlorurus sordidus,2,80.0,30.0,30-40,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,59.80412183803291,0.020591666666666668,3.087051666666667,37.0,Scaridae
IDN,2019-05-14T00:00:00Z,RRD,2019-05-14T00:00:00Z,Kulisusu,false,NA,Fore Reef,KULIS1,ma,-4.81342,123.12096,POINT(123.12096 -4.81342),1,SABARUDIN,5,30,Slope,250,Zebrasoma scopas,2,80.0,16.0,20-Oct,Indonesia,South East Sulawesi,Buton Utara,Kulisusu,7462,11.385187336802613,0.03365,3.011548,16.0,Acanthuridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),3,SABARUDIN,5,30,Flat,250,Choerodon anchorago,1,40.0,24.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,17.51772285130085,0.0283,3.0355,27.0,Labridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),3,SABARUDIN,5,30,Flat,1000,Choerodon anchorago,1,10.0,38.0,30-40,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,17.669308077495007,0.0283,3.0355,27.0,Labridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK1,ma,-4.96714,122.7837,POINT(122.7837 -4.96714),3,SABARUDIN,5,30,Flat,250,Siganus vulpinus,2,80.0,20.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,14.364799999999999,0.022445,3.0,21.2,Siganidae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK2,ma,-4.9673,122.75213,POINT(122.75213 -4.9673),1,SABARUDIN,5,30,Flat,250,Thalassoma lunare,1,40.0,20.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,4.661777814748895,0.024650000000000002,2.8244350000000003,20.0,Labridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK2,ma,-4.9673,122.75213,POINT(122.75213 -4.9673),1,SABARUDIN,5,30,Flat,250,Thalassoma lunare,2,80.0,14.0,20-Oct,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,3.4046388384406367,0.024650000000000002,2.8244350000000003,20.0,Labridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK2,ma,-4.9673,122.75213,POINT(122.75213 -4.9673),1,SABARUDIN,5,30,Flat,250,Siganus vulpinus,1,40.0,22.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,9.5597744,0.022445,3.0,21.2,Siganidae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK2,ma,-4.9673,122.75213,POINT(122.75213 -4.9673),1,SABARUDIN,5,30,Flat,250,Siganus vulpinus,3,120.0,18.0,20-Oct,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,15.707908799999998,0.022445,3.0,21.2,Siganidae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK2,ma,-4.9673,122.75213,POINT(122.75213 -4.9673),1,SABARUDIN,5,30,Flat,250,Siganus argenteus,4,160.0,28.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,73.29652179404681,0.015739999999999997,3.0846379999999995,32.0,Siganidae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK2,ma,-4.9673,122.75213,POINT(122.75213 -4.9673),1,SABARUDIN,5,30,Flat,250,Siganus argenteus,8,320.0,20.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,51.923178497113774,0.015739999999999997,3.0846379999999995,32.0,Siganidae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK2,ma,-4.9673,122.75213,POINT(122.75213 -4.9673),2,SABARUDIN,5,30,Flat,250,Thalassoma lunare,1,40.0,18.0,20-Oct,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,3.461884010741247,0.024650000000000002,2.8244350000000003,20.0,Labridae
IDN,2019-05-14T00:00:00Z,RRD,2019-05-14T00:00:00Z,Kulisusu,false,NA,Fore Reef,KULIS1,ma,-4.81342,123.12096,POINT(123.12096 -4.81342),2,SABARUDIN,5,30,Slope,250,Scarus rivulatus,2,80.0,30.0,30-40,Indonesia,South East Sulawesi,Buton Utara,Kulisusu,7462,63.33393620487231,0.0204625,3.1057625,41.5,Scaridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK2,ma,-4.9673,122.75213,POINT(122.75213 -4.9673),2,SABARUDIN,5,30,Flat,250,Caesio cuning,33,1320.0,12.0,20-Oct,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,64.64765486127577,0.0290675,2.9898325,29.0,Caesionidae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK2,ma,-4.9673,122.75213,POINT(122.75213 -4.9673),2,SABARUDIN,5,30,Flat,250,Lutjanus biguttatus,1,40.0,35.0,30-40,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,23.080786863850577,0.01445,2.98,,Lutjanidae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK2,ma,-4.9673,122.75213,POINT(122.75213 -4.9673),2,SABARUDIN,5,30,Flat,250,Scarus rivulatus,4,160.0,25.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,71.90321862319811,0.0204625,3.1057625,41.5,Scaridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK2,ma,-4.9673,122.75213,POINT(122.75213 -4.9673),2,SABARUDIN,5,30,Flat,250,Scarus rivulatus,3,120.0,20.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,26.966843227784484,0.0204625,3.1057625,41.5,Scaridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK2,ma,-4.9673,122.75213,POINT(122.75213 -4.9673),2,SABARUDIN,5,30,Flat,250,Siganus vulpinus,4,160.0,20.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,28.729599999999998,0.022445,3.0,21.2,Siganidae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK2,ma,-4.9673,122.75213,POINT(122.75213 -4.9673),2,SABARUDIN,5,30,Flat,250,Siganus vulpinus,2,80.0,16.0,20-Oct,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,7.354777599999999,0.022445,3.0,21.2,Siganidae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK2,ma,-4.9673,122.75213,POINT(122.75213 -4.9673),2,SABARUDIN,5,30,Flat,250,Siganus virgatus,2,80.0,20.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,26.47605169507106,0.0204,3.236,16.5,Siganidae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK2,ma,-4.9673,122.75213,POINT(122.75213 -4.9673),2,SABARUDIN,5,30,Flat,250,Siganus virgatus,4,160.0,18.0,20-Oct,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,37.65407441827913,0.0204,3.236,16.5,Siganidae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK2,ma,-4.9673,122.75213,POINT(122.75213 -4.9673),2,SABARUDIN,5,30,Flat,250,Siganus argenteus,2,80.0,22.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,17.4173760404248,0.015739999999999997,3.0846379999999995,32.0,Siganidae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK2,ma,-4.9673,122.75213,POINT(122.75213 -4.9673),2,SABARUDIN,5,30,Flat,250,Siganus argenteus,5,200.0,18.0,20-Oct,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,23.447470238233088,0.015739999999999997,3.0846379999999995,32.0,Siganidae
IDN,2019-05-14T00:00:00Z,RRD,2019-05-14T00:00:00Z,Kulisusu,false,NA,Fore Reef,KULIS2,ma,-5.31075,123.20885,POINT(123.20885 -5.31075),2,SUDIAR,5,30,Slope,250,Scarus dimidiatus,3,120.0,20.0,20-30,Indonesia,South East Sulawesi,Buton Utara,Kulisusu,7462,30.90768651748237,0.0278,3.049,26.5,Scaridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK2,ma,-4.9673,122.75213,POINT(122.75213 -4.9673),2,SABARUDIN,5,30,Flat,1000,Siganus guttatus,6,60.0,38.0,30-40,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,78.60672179472753,0.03766666666666667,2.8746666666666667,44.0,Siganidae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK2,ma,-4.9673,122.75213,POINT(122.75213 -4.9673),3,SABARUDIN,5,30,Flat,250,Caesio cuning,20,800.0,18.0,20-Oct,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,131.68981884502116,0.0290675,2.9898325,29.0,Caesionidae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK2,ma,-4.9673,122.75213,POINT(122.75213 -4.9673),3,SABARUDIN,5,30,Flat,250,Lutjanus decussatus,2,80.0,35.0,30-40,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,84.5022945897048,0.02805,2.9635,22.5,Lutjanidae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK2,ma,-4.9673,122.75213,POINT(122.75213 -4.9673),3,SABARUDIN,5,30,Flat,250,Scarus rivulatus,4,160.0,30.0,30-40,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,126.66787240974462,0.0204625,3.1057625,41.5,Scaridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK2,ma,-4.9673,122.75213,POINT(122.75213 -4.9673),3,SABARUDIN,5,30,Flat,250,Scarus rivulatus,2,80.0,24.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,31.670651399449707,0.0204625,3.1057625,41.5,Scaridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK2,ma,-4.9673,122.75213,POINT(122.75213 -4.9673),3,SABARUDIN,5,30,Flat,250,Scarus rivulatus,3,120.0,20.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,26.966843227784484,0.0204625,3.1057625,41.5,Scaridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK2,ma,-4.9673,122.75213,POINT(122.75213 -4.9673),3,SABARUDIN,5,30,Flat,250,Cheilinus fasciatus,2,80.0,24.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,25.806643200000003,0.023335,3.0,27.7,Labridae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK2,ma,-4.9673,122.75213,POINT(122.75213 -4.9673),3,SABARUDIN,5,30,Flat,250,Siganus vulpinus,4,160.0,20.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,28.729599999999998,0.022445,3.0,21.2,Siganidae
IDN,2019-05-17T00:00:00Z,RRD,2019-05-17T00:00:00Z,Pasi Kolaga,false,NA,Fore Reef,PASIK2,ma,-4.9673,122.75213,POINT(122.75213 -4.9673),3,SABARUDIN,5,30,Flat,250,Siganus virgatus,2,80.0,20.0,20-30,Indonesia,South East Sulawesi,Muna,Pasi Kolaga,37975,26.47605169507106,0.0204,3.236,16.5,Siganidae
